This file was created by CMPT_IND_RETS using the 202402 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth ,Other
199210,   3.16,   0.78,   3.75,   3.86,   1.29
199211,   8.52,   4.88,  10.42,  12.35,   5.73
199212,   3.36,   2.66,   4.83,   0.97,   5.27
199301,   6.20,   6.01,   7.21,   3.20,   9.19
199302,  -2.55,   2.52,  -2.21, -12.80,   0.75
199303,   3.39,   3.43,   1.62,  -0.06,   3.76
199304,  -2.59,  -0.42,  -3.42,  -4.09,  -0.86
199305,   4.69,   3.70,   6.84,   6.36,   1.90
199306,   0.26,   1.52,   3.17,   0.00,   1.31
199307,   0.50,   1.19,   1.32,  -2.58,   3.10
199308,   2.76,   4.64,   6.77,   1.93,   3.60
199309,   2.44,   0.80,   3.82,   4.39,   3.43
199310,   4.26,   2.29,   5.90,   6.90,   3.34
199311,  -0.91,  -3.09,  -2.06,  -4.45,  -2.71
199312,   0.85,   1.79,   1.10,  -0.76,   1.50
199401,   2.47,   5.45,   5.69,   6.40,   5.29
199402,  -0.30,   0.43,   0.26,  -2.88,  -1.41
199403,  -3.83,  -4.04,  -4.87,  -6.83,  -3.57
199404,  -1.73,   0.39,  -2.14,  -4.49,  -0.61
199405,  -1.97,   0.01,  -1.00,  -0.23,   1.36
199406,  -3.70,  -1.48,  -5.05,  -5.22,  -0.90
199407,   0.86,   2.64,   2.54,  -0.44,   1.01
199408,   4.17,   2.85,   5.92,   6.97,   2.46
199409,   0.11,   0.68,   3.09,   1.11,  -0.23
199410,  -0.20,   0.45,   4.07,  -1.51,  -1.73
199411,  -4.45,  -4.98,  -2.87,  -2.64,  -5.24
199412,  -3.69,  -0.18,   0.93,  -4.15,  -0.57
199501,   1.61,   1.22,   3.84,   7.27,   4.07
199502,   2.31,   2.88,   4.56,   2.71,   3.26
199503,   0.37,   1.45,   3.80,   3.19,   1.53
199504,   1.21,   2.31,   4.04,   2.13,   2.27
199505,  -0.27,   2.47,   2.46,   3.95,   2.22
199506,   3.54,   2.80,  10.76,   9.83,   4.25
199507,   4.61,   4.26,   9.65,   9.77,   4.92
199508,   1.69,   1.49,   4.37,   7.88,   4.47
199509,   1.82,   1.42,   4.12,   5.69,   2.68
199510,  -6.27,  -4.81,  -5.64,  -6.37,  -1.89
199511,   0.58,   1.59,   2.44,   1.23,   2.00
199512,  -1.86,   1.23,  -0.99,   7.18,   1.33
199601,   1.58,   2.74,   0.25,   9.68,   3.22
199602,   3.63,   2.50,   7.02,   5.16,   2.34
199603,   5.00,   2.68,   0.84,   3.35,   2.64
199604,   5.40,   5.89,  12.12,   7.29,   2.69
199605,   8.41,   4.91,  10.86,   7.37,   4.67
199606,  -2.98,  -1.63,  -7.65,  -6.50,  -0.77
199607,  -8.56,  -6.70, -13.64, -14.60,  -5.34
199608,   4.40,   3.84,   4.91,   5.41,   4.51
199609,   1.53,   3.05,   4.29,   4.01,   2.91
199610,  -3.15,   0.80,  -5.58,  -7.28,  -0.40
199611,   1.72,   4.25,   2.06,   0.87,   2.52
199612,  -2.07,   0.90,  -2.58,   1.07,   0.24
199701,   4.75,   6.34,   8.59,   9.37,   5.68
199702,  -0.31,  -2.72,  -6.25,  -1.38,   1.67
199703,  -4.08,  -2.52,  -9.12,  -9.81,  -3.27
199704,  -2.75,  -1.03,  -3.36,  -6.70,  -0.45
199705,   7.04,   9.04,  14.37,  10.26,   6.34
199706,   4.17,   4.19,   3.22,   2.75,   5.65
199707,   3.20,   5.88,   6.83,   1.29,   6.07
199708,   2.36,   3.94,   6.95,   2.73,   1.65
199709,   7.81,   7.42,   9.31,  11.42,   8.69
199710,  -2.21,  -2.05,  -4.96,  -2.29,  -0.10
199711,  -1.24,  -2.11,  -4.39,  -4.89,  -0.10
199712,  -4.97,  -2.73,  -7.33,  -6.75,   2.21
199801,   1.02,  -0.45,   3.46,   2.21,   0.94
199802,   7.09,   5.31,   8.04,   4.89,   5.65
199803,   5.28,   3.91,   4.91,   3.78,   5.62
199804,   3.36,   1.36,   4.31,  -0.51,   3.13
199805,  -2.68,  -4.52,  -7.84,  -4.19,  -3.58
199806,  -1.97,  -4.23,  -2.32,  -6.29,  -1.53
199807,  -5.36,  -7.88,  -6.66,  -5.52,  -4.08
199808, -19.68, -17.13, -23.80, -24.68, -18.73
199809,   0.37,   3.41,   5.83,   7.69,   3.58
199810,   3.89,   3.75,   6.47,   4.93,   1.11
199811,  11.34,   1.79,  16.52,   7.14,   4.50
199812,   4.44,  -1.95,   5.51,   2.04,   1.76
199901,   5.17,   2.49,  15.64,   8.76,   4.55
199902,  -4.11,  -5.83,  -7.01,  -7.26,  -2.55
199903,  -3.14,   0.58,   0.34,  -1.89,  -2.00
199904,   8.01,  12.39,  10.33,   3.19,   7.28
199905,   3.48,   2.91,   6.53,   5.96,   1.48
199906,   2.79,   3.47,   7.31,   3.71,   2.27
199907,  -1.05,   1.26,   1.89,   3.97,   0.07
199908,  -6.87,  -2.57,  -1.01,  -1.62,  -4.30
199909,  -3.13,  -3.04,   1.89,  -1.29,  -2.93
199910,  -2.45,  -3.22,   4.99,  -2.66,  -0.05
199911,   4.43,   1.46,  27.43,  13.15,   2.72
199912,   1.85,   3.01,  24.70,  15.91,   1.66
200001,   1.36,   3.79,  11.47,  23.75,  -0.88
200002,   3.14,   3.67,  33.10,  42.79,   1.08
200003,   4.20,   6.24,  -3.44,  -9.00,   1.89
200004,  -5.34,  -1.83, -19.95, -13.62,  -3.79
200005,  -4.88,  -0.38, -14.20,  -7.31,  -2.32
200006,   2.17,   2.45,  16.57,  19.18,   2.41
200007,  -1.56,  -0.82,  -8.37,  -2.30,   1.78
200008,   3.01,   6.40,   8.86,  12.33,   4.12
200009,  -4.14,  -2.02, -11.42,  -0.12,  -1.00
200010,  -5.29,  -3.43, -12.94,  -8.01,  -3.51
200011,  -9.37,  -6.28, -26.75, -13.62,  -5.64
200012,  -2.60,   6.20,  -9.05,  -3.65,   2.76
200101,  24.17,  10.82,  47.34,  21.89,  15.34
200102,  -2.15,  -1.45, -21.57,  -9.01,  -2.01
200103,  -3.82,  -3.10, -16.39,  -9.38,  -2.68
200104,   5.38,   5.86,  12.98,  12.81,   4.34
200105,   8.01,   5.16,   3.75,  13.63,   7.06
200106,   2.32,  -2.88,  -0.13,   7.16,   2.88
200107,  -0.41,  -2.74,  -9.86,  -2.65,   1.17
200108,  -0.76,  -3.24, -10.17,  -2.82,  -1.31
200109, -12.92, -12.56, -19.08, -11.81,  -9.40
200110,   4.31,   4.50,  19.07,  12.00,   1.89
200111,   7.75,   3.49,  15.34,   7.07,   5.47
200112,   5.94,   4.95,   8.56,   6.46,   5.67
200201,   4.60,   0.51,   1.88,  -3.54,   3.00
200202,  -0.66,   0.49, -11.87,  -7.77,  -0.13
200203,   8.24,  10.31,   9.81,   6.51,   6.32
200204,   5.08,   1.47,  -6.48,  -6.26,   3.66
200205,   1.04,  -3.24,  -6.94,  -4.13,   0.10
200206,  -4.72,  -5.16, -13.86, -10.08,  -2.70
200207, -12.97, -12.28, -15.06, -11.13,  -9.22
200208,  -0.89,   0.37,   0.66,  -0.67,   0.86
200209,  -7.88,  -8.17, -14.01,  -8.62,  -5.62
200210,   1.48,   2.19,  12.32,   4.46,   1.75
200211,   9.39,   7.76,  27.02,  11.38,   6.90
200212,  -4.52,  -2.82, -11.00,  -7.04,  -1.33
200301,  -2.36,  -1.06,   1.73,   1.65,   0.64
200302,  -4.01,  -2.45,  -3.32,  -2.62,  -1.53
200303,  -0.01,  -0.39,   1.01,   4.75,   1.93
200304,   9.56,   7.06,  12.87,  15.31,   8.47
200305,   8.72,  11.84,  22.94,  23.61,   8.80
200306,   5.79,   2.92,   5.93,   8.97,   4.18
200307,   7.07,   3.53,  11.93,   6.65,   6.23
200308,   5.72,   5.94,   7.16,   4.62,   2.85
200309,   0.59,   0.22,   3.57,   7.21,   1.76
200310,   8.90,   7.81,  12.00,   5.10,   7.44
200311,   3.09,   3.62,   4.99,   2.70,   3.83
200312,   2.55,   8.45,   0.83,   4.08,   3.16
200401,   4.77,   4.86,  11.98,  11.99,   4.30
200402,   3.44,   2.14,  -2.54,   0.41,   2.21
200403,   0.80,   1.01,  -1.93,   0.46,   1.15
200404,  -1.24,  -0.74,  -7.02,  -1.07,  -3.29
200405,  -0.62,   0.53,   1.74,  -4.00,   0.34
200406,   3.28,   6.16,   1.01,  -0.16,   2.59
200407,  -5.30,  -3.21, -12.87,  -9.85,  -3.01
200408,  -2.82,  -1.31,  -2.96,   0.18,   0.13
200409,   3.06,   5.73,   4.25,   4.17,   3.59
200410,   1.79,   0.82,   3.59,  -1.09,   2.39
200411,   8.73,  10.67,   9.97,   8.32,   6.81
200412,   5.68,   3.90,   8.71,   7.39,   4.76
200501,  -2.09,  -1.44,  -7.47,  -3.91,  -2.15
200502,   0.97,   5.37,  -0.09,  -1.97,   0.78
200503,  -1.03,  -0.81,  -4.50,  -7.28,  -2.20
200504,  -5.60,  -6.48,  -8.05,  -3.50,  -4.33
200505,   5.65,   4.44,   6.40,   4.91,   3.92
200506,   4.15,   4.89,   2.20,   3.23,   2.98
200507,   5.96,   8.32,   6.81,   8.79,   4.88
200508,  -3.27,   0.79,  -1.07,  -0.92,  -1.10
200509,  -2.10,   2.85,   1.03,   0.38,   0.58
200510,  -3.16,  -5.80,  -3.48,  -4.57,  -1.06
200511,   3.88,   3.26,   4.82,   2.33,   3.48
200512,   0.26,   2.04,   1.17,   0.05,   0.51
200601,   6.09,  11.57,   8.81,  11.21,   4.67
200602,   1.25,  -1.91,   0.93,   2.22,   0.68
200603,   4.12,   5.13,   5.31,   2.64,   3.55
200604,   1.11,   3.94,   0.23,  -3.79,   0.61
200605,  -3.85,  -4.88,  -7.74,  -7.35,  -2.08
200606,  -0.58,   0.13,  -2.84,  -2.01,   0.42
200607,  -3.85,  -2.12,  -5.10,  -4.67,  -2.33
200608,   1.20,   0.46,   4.26,   3.74,   1.24
200609,   3.37,  -1.97,   1.38,  -0.42,   1.66
200610,   5.39,   6.20,   4.40,   6.38,   3.78
200611,   1.32,   4.49,   2.41,   2.69,   2.31
200612,   2.04,  -0.39,   1.38,   1.54,   1.85
200701,   3.28,   1.62,   2.73,   4.54,   1.26
200702,   0.40,   1.55,   0.43,   0.09,  -0.82
200703,   1.15,   2.10,   0.46,   0.10,  -1.02
200704,   1.99,   4.45,   2.30,   5.04,   0.53
200705,   2.20,   4.10,   2.75,  -0.12,   2.41
200706,  -0.72,   0.57,   1.26,  -3.62,  -1.67
200707,  -5.91,  -3.92,  -3.31,  -4.99,  -6.92
200708,  -2.35,  -1.70,  -1.75,  -0.09,  -0.06
200709,  -0.44,   3.14,   2.76,   2.96,   0.31
200710,  -0.47,   2.76,   2.89,   2.82,  -1.38
200711,  -9.05,  -7.70,  -9.92,  -8.16,  -7.42
200712,  -2.84,   1.71,  -0.36,  -2.64,  -2.97
200801,  -4.55,  -6.92,  -9.95,  -5.19,  -1.01
200802,  -3.98,   0.99,  -3.45,  -1.63,  -4.47
200803,  -1.55,  -1.84,  -2.90,  -5.66,  -2.14
200804,   2.11,   6.02,   2.96,   2.25,   0.22
200805,   2.20,   8.73,   5.23,   3.59,  -0.28
200806, -11.89,  -3.85,  -8.77,  -6.95, -13.22
200807,   0.86,  -3.92,  -1.20,   6.43,   2.90
200808,   3.94,   1.19,   2.18,  -0.05,   3.28
200809,  -8.94, -16.50, -14.56, -13.07,  -5.99
200810, -24.37, -25.00, -22.95, -18.99, -18.13
200811, -17.67, -14.36, -14.16, -13.88, -12.42
200812,   5.13,  -0.41,   3.59,   7.13,   1.80
200901,  -5.86,  -5.80,  -0.09,   6.24,  -9.22
200902,  -9.61, -16.65,  -8.70, -11.77, -12.11
200903,  15.69,   8.97,  12.53,  13.58,  12.78
200904,  33.40,  23.69,  20.93,  13.85,  18.49
200905,   8.40,  11.48,   8.70,  18.40,   6.62
200906,   3.43,   0.27,   7.03,  10.73,   0.20
200907,  12.61,  10.15,   8.55,   9.09,   6.28
200908,   7.79,   6.17,   7.74,   5.62,   6.01
200909,   6.39,  10.32,  10.87,   8.39,   2.45
200910,  -3.65,  -5.34,  -6.29, -10.53,  -7.25
200911,   1.99,   3.60,   3.08,   3.20,  -0.38
200912,   6.48,   8.26,   8.81,   8.14,   3.70
201001,  -0.75,  -2.58,  -3.12,  -0.02,   2.13
201002,   5.74,   4.33,   4.99,   2.16,   2.58
201003,  10.00,   7.01,   8.44,   8.09,   7.07
201004,   7.38,   8.19,   5.86,   6.96,   9.29
201005,  -7.33,  -9.25,  -6.99,  -9.00,  -8.27
201006,  -9.17,  -6.81,  -6.14,  -7.70,  -8.85
201007,   6.28,   8.05,   6.64,   3.03,   4.41
201008,  -7.89,  -6.54,  -6.15,  -5.54,  -7.39
201009,  12.39,  10.92,  13.62,  11.24,   8.03
201010,   3.94,   6.09,   5.99,   2.85,   2.72
201011,   3.65,   4.70,   1.62,  -0.02,   1.20
201012,   5.75,   8.96,   8.02,  10.49,   9.01
201101,  -0.54,   3.66,   3.18,   1.26,   1.88
201102,   4.14,   5.51,   5.49,   3.46,   2.92
201103,   1.15,   3.34,   0.88,   2.77,  -0.48
201104,   2.32,   0.49,   1.45,   5.02,   0.23
201105,  -1.00,  -3.46,  -1.78,  -0.18,  -2.72
201106,  -1.48,  -2.58,  -2.89,  -4.12,  -2.17
201107,  -1.95,  -1.06,  -4.81,  -3.15,  -1.98
201108,  -8.99,  -9.84, -10.03, -11.37,  -8.21
201109,  -9.29, -14.30, -11.13,  -9.36,  -9.84
201110,  12.30,  16.25,  11.88,   9.88,  10.61
201111,  -2.48,   0.17,  -3.56,  -2.92,  -0.95
201112,   0.69,  -1.08,  -0.79,  -0.87,   1.24
201201,   7.50,   8.40,  10.10,  11.59,   8.57
201202,   5.10,   3.62,   3.90,   4.06,   3.71
201203,   3.83,  -0.24,   2.63,   4.22,   4.90
201204,  -0.54,  -1.34,  -2.97,  -1.57,  -0.66
201205,  -5.47, -10.72,  -8.31,  -5.62,  -5.18
201206,   2.04,   3.07,   3.83,   7.32,   3.80
201207,  -0.89,  -0.70,  -2.07,   0.93,  -1.49
201208,   3.07,   2.16,   3.34,   2.24,   2.53
201209,   3.27,   3.64,   2.86,   6.35,   3.98
201210,  -1.19,  -1.31,  -4.64,  -5.19,   0.35
201211,   2.07,   0.33,  -0.24,   0.63,  -0.13
201212,   1.90,   2.90,   3.01,  -0.71,   3.55
201301,   6.64,   6.96,   6.73,   9.10,   7.69
201302,   0.99,   0.49,   1.02,  -0.34,   2.01
201303,   5.46,   3.24,   4.18,   5.15,   4.38
201304,   1.59,  -1.16,   0.08,   1.02,  -0.95
201305,   5.56,   4.08,   5.58,   4.44,   4.80
201306,   0.49,  -1.77,   1.09,  -1.27,   0.19
201307,   6.07,   6.93,   7.99,  10.74,   6.96
201308,  -3.09,  -1.61,  -1.37,  -1.91,  -2.54
201309,   5.48,   5.65,   6.27,   9.15,   4.39
201310,   3.08,   4.56,   2.34,  -1.88,   3.06
201311,   3.48,   2.12,   4.41,   8.27,   4.24
201312,   1.70,   3.18,   3.90,   4.09,   2.03
201401,  -4.62,  -1.47,   1.51,   9.09,  -1.46
201402,   4.90,   5.36,   4.45,   5.98,   3.57
201403,   1.18,   1.64,  -1.22,  -3.98,   1.08
201404,  -3.11,  -0.41,  -6.35,  -7.85,  -2.63
201405,   0.13,  -0.52,   0.25,   0.94,   0.17
201406,   2.37,   4.94,   5.32,   7.26,   3.52
201407,  -4.57,  -5.80,  -4.92,  -6.96,  -3.40
201408,   5.78,   4.26,   3.38,   4.70,   3.37
201409,  -4.21,  -7.98,  -4.42,  -4.97,  -3.42
201410,   3.82,  -0.67,   1.83,   5.17,   4.10
201411,   2.13,  -5.38,   1.48,   0.58,   0.41
201412,   1.50,  -1.78,   1.87,   5.30,   2.92
201501,  -2.71,  -5.68,  -3.17,   2.62,  -5.15
201502,   4.80,   7.74,   7.27,   9.30,   5.09
201503,   1.37,  -2.36,  -1.18,   1.08,   1.21
201504,  -1.75,   4.13,   1.36,  -4.17,  -0.12
201505,   0.20,  -2.44,   2.18,   5.09,   0.34
201506,  -0.23,  -3.62,  -1.31,   2.57,   1.29
201507,  -1.72,  -8.42,  -3.66,  -0.47,  -1.33
201508,  -4.47,  -2.03,  -5.63,  -7.17,  -4.02
201509,  -5.34,  -9.50,  -3.12, -11.47,  -2.70
201510,   4.32,   7.40,   5.96,   2.88,   4.86
201511,  -0.31,  -1.30,   2.34,  10.23,   2.12
201512,  -3.52,  -7.23,  -3.68,  -5.78,  -4.09
201601,  -6.48,  -7.97,  -8.35, -18.65,  -7.69
201602,   3.47,   0.11,   0.87,  -2.90,   0.30
201603,   6.89,  13.16,   6.52,   7.71,   7.52
201604,   0.54,   8.34,   1.30,   5.17,   3.56
201605,  -2.34,  -1.60,   3.25,   1.41,   1.14
201606,   1.00,   1.52,   1.66,  -4.51,  -1.11
201607,   6.29,   4.41,   6.78,   6.26,   5.21
201608,   1.58,   2.77,   2.55,   0.90,   2.78
201609,  -0.71,   1.75,   1.88,   8.04,   0.95
201610,  -4.17,  -4.45,  -5.13, -13.68,  -2.26
201611,   8.05,  11.77,   5.12,   5.31,  12.76
201612,   1.91,   1.57,   0.72,  -2.69,   5.50
201701,  -2.23,   2.05,   3.41,   4.74,   0.81
201702,  -0.21,  -0.51,   2.10,   6.45,   1.44
201703,   0.80,  -0.40,   1.66,   2.31,  -0.51
201704,   1.62,  -0.70,   2.34,  -3.08,   0.54
201705,  -2.40,  -2.53,   1.52,  -4.95,  -2.62
201706,   1.04,   0.81,   1.18,  10.41,   4.69
201707,  -1.81,   0.83,   1.49,  -2.72,   0.25
201708,  -3.70,  -3.73,  -0.85,   1.39,  -1.94
201709,   6.37,   8.62,   5.81,   8.30,   7.07
201710,  -2.00,   0.71,   1.77,  -2.27,   0.70
201711,   6.54,   3.06,   1.92,   2.54,   3.65
201712,   2.91,   2.22,   1.06,   1.03,  -0.10
201801,   1.67,   0.22,   3.93,   6.90,   2.75
201802,  -4.77,  -6.43,  -1.78,  -3.51,  -3.91
201803,   0.65,   1.76,   0.10,   0.22,   1.40
201804,   0.92,   2.10,   0.00,  -0.17,   0.95
201805,   3.96,   5.00,   5.65,   7.70,   3.48
201806,   4.02,   2.00,   1.26,  -2.59,   0.30
201807,   0.18,   1.61,  -0.25,  -1.47,   1.20
201808,   4.37,  -0.83,   7.48,   5.86,   1.61
201809,  -2.12,  -0.46,  -1.90,  -1.17,  -2.36
201810,  -8.36, -11.62, -10.16, -14.50,  -8.26
201811,  -1.25,  -1.91,   0.59,  -0.45,   0.70
201812, -12.94, -14.08, -10.11, -18.41, -11.25
201901,  12.25,  14.16,  15.41,  18.35,  11.05
201902,   4.24,   4.21,   6.44,   6.55,   4.85
201903,  -3.47,  -1.87,  -0.73,   2.98,  -3.23
201904,   2.52,   2.73,   4.45,  -2.36,   4.38
201905, -10.71, -11.06,  -7.98,  -8.25,  -5.91
201906,   6.44,   6.78,   4.81,   4.40,   5.70
201907,  -0.10,  -2.93,   0.92,  -5.15,   1.23
201908,  -3.92,  -8.51,  -5.44,  -4.73,  -4.41
201909,   5.51,   5.63,   0.39,  -3.45,   3.48
201910,  -0.05,  -2.04,   0.11,  -0.42,   1.90
201911,   3.19,  -0.22,   4.69,   8.71,   2.72
201912,   2.19,   7.27,   3.48,   9.82,   3.07
202001,  -4.55,  -6.26,   1.26,   4.66,  -3.23
202002,  -9.61, -11.22,  -7.19,  -0.79,  -8.76
202003, -24.09, -27.26, -18.66, -17.46, -25.04
202004,  21.34,  26.98,  20.35,  21.68,  11.92
202005,   8.64,   3.97,  10.00,  13.92,   4.38
202006,   8.51,   6.47,   8.57,   4.81,   5.52
202007,   6.22,   3.47,   9.63,   3.67,   0.56
202008,   9.83,   3.39,   3.83,   1.29,   5.80
202009,  -1.94,  -4.15,  -2.90,  -1.20,  -3.44
202010,   2.56,   0.97,   0.31,  -2.73,   4.06
202011,  22.37,  23.25,  22.25,  18.62,  18.39
202012,   6.16,   9.22,  11.57,   9.78,   8.98
202101,  18.34,  10.03,   9.46,  19.43,   4.64
202102,   7.51,  12.64,   7.42,   6.44,  11.51
202103,   5.79,   3.57,   0.52,  -5.09,   6.53
202104,   3.20,   1.47,   2.68,  -2.16,   2.60
202105,   4.72,   5.29,   0.03,  -3.29,   2.73
202106,   1.38,   2.70,   7.33,   5.35,  -1.45
202107,  -3.81,  -3.91,  -2.87,  -8.92,  -1.72
202108,  -0.48,   0.97,   1.92,   5.05,   2.68
202109,  -4.64,   0.95,  -4.67,  -5.62,  -1.14
202110,   2.61,   5.04,   4.16,  -3.68,   3.63
202111,  -3.09,  -4.31,  -6.72,  -9.83,  -2.98
202112,   1.69,   2.58,  -1.29,  -5.63,   2.18
202201,  -8.61,  -2.77, -11.48, -15.38,  -4.80
202202,  -0.47,   4.07,  -0.65,  -4.68,   0.21
202203,  -0.83,   6.00,   0.57,   3.18,   0.75
202204,  -7.10,  -6.43, -13.78, -19.88,  -8.13
202205,  -2.39,   3.35,  -3.28,  -7.50,  -0.17
202206,  -8.67, -11.43,  -9.60,   2.23,  -8.27
202207,   8.01,  10.32,  10.43,   7.02,   6.49
202208,  -0.80,   0.33,  -1.40,   2.76,  -1.64
202209, -14.01, -13.34, -12.30, -10.48,  -7.65
202210,   9.42,  12.96,   6.31,   1.29,   7.00
202211,   3.45,   3.16,  -1.20,  -3.60,   1.58
202212,  -9.17,  -6.20,  -7.80,  -4.49,  -4.22
202301,  18.07,  11.76,  19.29,  19.77,  10.07
202302,  -4.53,  -2.82,  -3.86,  -6.67,  -1.83
202303,  -5.71,  -4.88,  -3.24,  -7.87,  -8.25
202304,  -2.58,  -2.64,  -5.91,   1.92,  -2.13
202305,  -3.46,  -3.89,   6.19,   1.61,  -2.84
202306,   8.08,  10.21,   6.22,   1.17,   6.27
202307,   5.27,   7.14,   5.72,   0.67,   6.13
202308,  -6.51,  -4.69,  -7.38,  -8.62,  -5.92
202309,  -7.21,  -4.31,  -8.96,  -9.34,  -5.67
202310,  -7.80,  -6.21,  -9.44, -10.91,  -5.24
202311,   6.89,   4.53,  11.65,   7.74,   9.15
202312,   9.47,   8.52,  10.82,  17.49,  10.98
202401,  -5.39,  -5.49,  -3.55,  -0.07,  -3.63
202402,   4.48,   4.55,   4.81,  12.49,   1.98


  Average Value Weighted Returns -- Annual
,Cnsmr,Manuf,HiTec,Hlth ,Other
  1927,  49.29,  25.47,  37.93,  46.55,  27.63
  1928,  38.41,  46.31,  44.60,  47.21,  19.03
  1929, -35.08,  -7.17,   8.76, -25.20,  -6.37
  1930, -21.70, -30.89, -24.87, -14.62, -32.15
  1931, -30.75, -47.31, -37.04, -15.06, -59.54
  1932, -14.99,  -1.82, -11.96, -22.50,  -9.54
  1933,  77.45,  56.09,  26.99,  15.19,  63.07
  1934,  13.90,  -2.60,   6.33,  22.41,  -2.27
  1935,  34.83,  48.15,  66.34,  19.14,  36.45
  1936,  21.73,  39.99,  29.85,  16.65,  36.95
  1937, -37.99, -34.82, -22.76, -25.18, -41.62
  1938,  39.83,  28.19,  16.07,  38.15,  23.12
  1939,   8.85,  -0.84,   6.69,  16.30,  -3.79
  1940,  -7.23,  -8.38,  -3.04, -19.14,  -5.20
  1941, -15.89,  -6.58, -15.07,  -6.11,  -7.35
  1942,  23.12,  11.93,  13.81,  17.27,  27.27
  1943,  33.18,  24.37,  30.34,  20.54,  32.31
  1944,  26.39,  18.14,  14.73,  10.73,  33.97
  1945,  42.61,  37.98,  27.57,  46.09,  45.83
  1946, -11.02,   0.23, -12.07,  28.03, -16.77
  1947,   3.82,   7.57,  -1.34, -19.29,  -5.22
  1948,  -1.39,   2.73,   5.98,  -5.24,   2.81
  1949,  27.83,  18.35,  13.00,  39.90,  16.93
  1950,  20.96,  38.82,  15.03,  17.41,  32.24
  1951,  10.20,  26.65,  17.38,  31.08,  13.33
  1952,  17.52,  11.49,  14.98, -12.26,  21.47
  1953,  -2.92,   1.54,   8.01,   0.74,  -6.84
  1954,  41.94,  53.79,  43.95,  35.17,  60.06
  1955,  27.23,  28.68,  15.75,  21.05,  14.94
  1956,  -2.99,  12.34,  10.43,  15.68,   0.48
  1957,  -9.89, -12.96,   4.18,  28.39, -18.29
  1958,  53.69,  39.45,  49.18,  74.44,  58.02
  1959,  20.68,   7.56,  25.14,  29.56,   2.79
  1960,   1.22,  -3.61,  13.92,   5.63,   0.46
  1961,  41.65,  22.12,  25.97,  26.94,  29.67
  1962, -12.90,  -4.89, -16.55, -20.88,  -7.20
  1963,  25.73,  18.85,  23.77,  20.67,  22.20
  1964,  21.58,  18.65,   2.64,  16.50,  13.77
  1965,  15.19,  13.22,  10.23,  32.20,  24.17
  1966, -21.26,  -7.28,   1.41,  -4.86,  -3.60
  1967,  36.27,  23.38,  33.09,  27.65,  31.08
  1968,  17.71,  14.36,   2.99,  10.25,  32.57
  1969,  -9.71, -16.22,   0.19,  22.66, -19.31
  1970,   8.18,   5.24, -12.11,  -6.18,  -6.45
  1971,  24.38,  11.76,   9.59,  23.48,  22.08
  1972,  11.27,  19.75,  18.75,  28.67,   8.98
  1973, -32.95,  -8.68, -17.84, -15.01, -23.57
  1974, -30.52, -26.09, -24.83, -22.19, -32.73
  1975,  60.91,  37.24,  38.02,   9.38,  30.83
  1976,  24.18,  28.08,  32.34,   0.75,  33.10
  1977,  -5.43,  -5.15,   1.72,  -4.41,   0.99
  1978,   3.40,   6.81,  12.59,  16.76,  11.38
  1979,  14.33,  31.34,   6.93,  19.74,  30.80
  1980,  17.69,  42.05,  24.29,  30.10,  34.57
  1981,   9.64, -10.96,  -0.61,   4.09,   2.77
  1982,  52.04,   4.12,  35.17,  31.83,  21.40
  1983,  27.44,  25.41,  18.38,   3.06,  23.03
  1984,   4.55,   7.54,  -1.54,   1.91,   3.80
  1985,  36.85,  27.48,  25.72,  41.40,  40.23
  1986,  22.09,  20.55,   2.52,  27.61,  12.88
  1987,   2.65,   4.38,   9.31,   4.50,  -7.28
  1988,  28.97,  16.35,   9.61,  12.83,  18.21
  1989,  26.19,  29.86,  25.25,  45.83,  28.09
  1990,  -2.59,  -3.87,  -9.35,  16.20, -19.12
  1991,  46.49,  22.33,  21.49,  61.92,  43.53
  1992,  12.47,   8.47,  13.24, -15.15,  22.58
  1993,   4.98,  15.12,  20.52,  -7.07,  13.23
  1994,  -4.74,   0.98,   7.14,   7.24,  -4.25
  1995,  24.88,  30.57,  41.67,  57.04,  45.08
  1996,  19.50,  22.63,  19.01,  17.02,  25.41
  1997,  31.46,  23.50,  27.00,  37.68,  42.34
  1998,  26.01,   5.27,  58.56,  38.21,   8.80
  1999,   0.16,  17.69,  68.09,  -2.74,   2.68
  2000,  -0.55,  11.38, -37.94,  36.68,  12.54
  2001,   3.42,  -7.59, -23.69, -12.01,  -5.76
  2002, -13.96, -10.30, -36.11, -22.60, -15.51
  2003,  26.85,  29.77,  38.90,  21.47,  33.38
  2004,  11.13,  22.01,   6.07,   0.32,  15.13
  2005,   2.33,  16.44,  -0.45,   4.66,   7.03
  2006,  14.55,  20.59,  14.85,   8.02,  15.59
  2007,   2.21,  24.26,  11.83,   3.75,  -8.68
  2008, -25.44, -35.55, -40.29, -17.37, -46.82
  2009,  30.17,  22.74,  49.13,  21.15,  18.33
  2010,  21.28,  20.93,  16.76,   4.67,  16.73
  2011,   8.94,   4.45,   0.44,  10.69, -11.06
  2012,  16.23,   8.70,  17.01,  20.41,  22.91
  2013,  33.09,  29.27,  33.18,  41.61,  41.27
