This file was created by CMPT_IND_RETS using the 202403 CRSP database.
It contains value- and equal-weighted returns for 17 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Food ,Mines,Oil  ,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars ,Trans,Utils,Rtail,Finan,Other
193808,  -4.83,  -1.76,  -8.91,  -5.61,  -0.16,   0.70,  -1.46,   0.47,  -3.39,  -2.48,  -2.44,   6.10,  -5.55,  -5.53,  -2.38,  -4.07,  -0.02
193809,   0.01,  -2.04,   0.88,   0.88,   0.63,   2.71,   0.99,   1.28,   2.16,   0.90,   1.27,   0.59,  -1.69,   1.23,   0.07,   0.05,   0.86
193810,   5.79,   5.11,  -1.73,   5.73,  10.34,   6.70,   5.12,   9.21,  14.05,   8.47,   8.75,   6.57,  17.22,  21.09,   7.94,   9.42,   6.37
193811,  -2.79,  -1.93,  -0.02,  -5.51,  -2.75,  -0.29,  -1.05,  -3.52,  -0.85,  -6.83,  -4.39,  -1.33,  -0.07,  -7.01,  -0.47,  -1.43,  -0.33
193812,   2.96,   1.72,   4.85,   0.90,   1.26,   5.83,   2.20,   5.19,   4.65,   5.29,   2.68,   1.78,  12.69,   3.95,   0.83,   0.86,   3.74
193901,  -2.15,  -5.14,  -6.22,  -0.34, -10.97,  -6.37,  -1.14, -10.59, -12.90,  -8.65,  -7.79,  -8.09, -11.13,   1.21,  -2.99,  -6.10,  -1.80
193902,   4.07,  -1.51,  -1.25,   2.89,   6.35,   1.05,   0.80,   2.88,   4.47,   1.32,   3.42,   7.40,   6.75,   8.78,   6.12,   4.27,   3.61
193903,  -5.91,  -9.77,  -8.10, -10.19, -17.55,  -7.59,  -4.08, -19.85, -21.16, -16.56, -15.12, -17.41, -19.69, -13.63,  -9.46, -11.94,  -7.16
193904,   1.52,  -0.03,  -1.07,  -0.97,  -1.63,  -1.92,   0.06,  -0.54,  -2.91,   1.59,  -2.87,   0.86,  -0.66,   3.03,  -0.21,  -3.28,   2.28
193905,   6.28,   2.37,   2.50,   4.90,  11.65,   6.14,   4.61,  11.40,   7.56,   5.50,   8.76,   7.85,   9.42,   6.61,  11.36,   8.92,   6.42
193906,  -3.14,  -4.70,  -6.03,  -1.42,  -8.13,  -2.34,   0.31,  -8.75,  -9.85,  -5.04,  -7.71,  -6.50,  -9.83,  -3.55,  -2.72,  -5.33,  -5.44
193907,   6.92,  10.89,   2.92,  11.18,  16.73,  10.06,   4.33,  14.28,  18.79,   9.54,  13.26,  17.34,  13.21,  12.71,   8.67,  11.07,   7.61
193908,  -7.63,  -6.10,  -3.81,  -8.64, -11.08,  -2.13,  -5.84, -11.55,  -8.63,  -4.76,  -8.41,  -6.68, -11.33,  -6.01,  -7.28,  -9.36,  -6.12
193909,   6.17,  16.40,  25.05,  25.42,  11.71,  17.06,   0.43,   9.27,  44.02,  25.98,  18.38,  24.65,  43.78,   3.60,   1.57,  12.30,   5.09
193910,   2.73,   1.43,  -3.89,  -1.67,   6.10,  -3.07,   4.01,   3.54,  -4.82,  -5.54,  -2.12,  -1.58,  -2.04,   2.11,   5.74,  -0.06,   2.37
193911,  -1.10,  -4.55,  -5.95,  -2.85,  -3.56,  -2.68,   1.43,  -4.48,  -9.64,  -4.21,  -3.96,  -2.81,  -8.14,  -1.49,  -2.35,  -0.42,  -1.01
193912,   2.81,  -0.58,  -0.08,  -0.43,  -0.62,   4.67,   4.64,   1.46,   2.17,   3.56,   4.53,   4.07,   4.22,   2.95,   3.11,   2.80,   3.00
194001,   1.47,  -2.02,  -2.17,   0.73,  -1.35,  -2.78,   1.80,  -1.00,  -9.43,   0.40,  -5.21,  -4.11,  -5.21,  -0.05,  -0.89,   0.59,  -0.41
194002,   0.48,   0.55,   0.91,   0.70,   3.40,   2.60,   1.67,  -1.52,   5.31,   2.03,   0.11,   2.21,   1.71,  -1.24,   2.37,   0.41,   1.04
194003,   2.45,   1.79,   1.72,  -0.38,   3.93,   2.50,   0.70,   1.08,   0.69,   0.38,   2.88,   3.78,   2.80,   1.74,   3.05,   2.50,   1.17
194004,   1.67,  -1.07,   0.17,   0.88,  -1.20,   0.79,   1.58,  -1.07,   0.71,  -0.10,  -1.06,  -0.46,  -0.11,  -1.35,  -0.06,  -0.90,   0.71
194005, -22.17, -20.95, -24.39, -23.50, -29.32, -19.19, -19.24, -28.29, -22.57, -24.79, -21.61, -25.72, -22.44, -19.94, -24.20, -26.24, -17.74
194006,   4.54,   1.61,   5.58,   9.28,   8.57,   3.78,   6.85,   5.99,   4.01,   8.05,   4.14,   8.47,   6.95,  17.43,   9.06,   6.58,   8.03
194007,   0.99,   0.48,   3.19,  -1.02,   5.89,   2.92,  -0.10,   8.98,   4.24,   1.81,   5.51,   6.04,   4.35,   0.08,   4.34,   4.81,   2.30
194008,   1.14,   1.17,   1.41,   3.39,   3.38,   2.67,  -0.80,   3.63,   2.74,   3.97,   2.62,   7.42,   3.91,  -1.04,   3.00,   2.44,   0.28
194009,   2.34,   6.08,  -2.41,   4.35,  10.23,   3.23,   3.22,   3.89,   5.57,   2.99,   5.31,   2.89,   2.64,  -2.19,   3.21,  -0.43,   1.74
194010,  -0.87,   4.16,   6.38,   1.60,   3.46,  -0.66,  -4.81,   2.24,  12.82,  -1.72,   4.12,   4.00,   5.12,   3.82,   0.10,   6.42,   2.46
194011,  -0.26,   6.34,   0.91,  -0.28,   1.70,  -5.15,  -1.98,  -2.53,   1.73,  -5.49,  -1.60,  -0.68,  -1.19, -13.06,  -2.12,   0.22,   0.47
194012,   0.80,   0.79,   2.22,  -1.15,  -1.37,   2.00,   0.93,  -1.99,   1.62,   1.75,   0.55,  -3.24,   0.75,   1.76,   0.44,  -3.18,   1.36
194101,  -1.70,  -2.39,  -2.04,   1.38,  -1.56,  -6.85,  -0.32,  -5.34,  -9.95,  -2.72,  -3.69,  -9.76,  -3.21,  -2.16,  -3.60,  -1.21,  -2.25
194102,  -2.66,  -1.12,  -0.68,  -2.18,  -3.57,  -2.44,  -3.29,  -2.32,  -1.54,  -1.36,  -0.90,   1.47,  -0.31,  -1.20,  -2.49,  -0.54,  -2.04
194103,   2.20,   1.48,   3.77,   1.64,   4.95,   1.82,  -0.39,  -1.70,  -0.54,   0.34,   0.34,  -1.68,   2.23,  -3.33,   1.14,   0.07,   1.59
194104,  -4.24,  -5.94,   1.52,  -4.29,  -6.30,  -3.80,  -4.23,  -4.76,  -7.43,  -7.04,  -8.52, -10.63,  -3.86,  -9.61,  -5.32,  -7.48,  -6.29
194105,  -0.62,   2.71,   5.52,  -1.05,   0.05,   3.68,  -2.41,   0.08,   6.02,  -2.12,   1.12,   0.56,   0.70,  -4.43,   2.33,  -2.20,   0.17
194106,   4.64,   6.60,   5.09,   4.19,   3.68,   6.71,  10.21,   6.59,   5.62,   6.77,   9.30,   3.56,   4.32,   3.94,   5.05,   4.07,   5.58
194107,   6.68,   8.62,  10.94,   8.89,   5.83,   5.85,   3.87,   7.15,   7.57,   7.27,   3.63,   3.76,   7.20,   5.33,   4.59,   7.61,   2.20
194108,   1.84,   0.06,  -3.50,  -0.37,  -3.60,  -0.64,  -0.06,   0.21,  -1.55,  -2.71,   0.67,   2.45,  -0.44,  -2.06,   2.44,   0.38,   1.22
194109,   2.78,  -3.45,  -0.61,   0.04,  -2.68,  -2.10,  -0.10,  -1.26,  -5.09,  -0.07,  -1.33,   4.23,  -3.64,  -2.83,   0.56,   0.51,  -0.05
194110,  -4.44,  -7.48,   2.30,  -3.97,  -7.34,  -6.21,  -9.00, -11.57,  -5.82,  -6.27,  -9.10,  -8.02,  -3.58,  -9.66,  -5.22,  -6.00,  -3.46
194111,  -0.44,   0.52,   3.19,  -1.76,   0.24,   0.69,  -6.97,  -0.26,  -2.23,  -9.34,  -2.21,  -3.61,  -1.56,  -6.67,  -4.60,  -2.57,  -3.71
194112,  -5.14,  -2.56, -11.17,  -3.32, -18.83,   1.04,  -2.04,  -0.43,   6.79, -14.64,   0.99, -11.99,  -3.62,  -7.48,  -9.55,  -7.50,  -9.02
194201,  -0.31,   5.86,  -1.69,   9.36,   9.69,  -8.41,   1.76,   3.48,   0.27,   7.96,   1.79,   5.97,   7.30,   4.07,   0.63,   5.72,   0.46
194202,  -6.69,  -1.96,  -5.88,  -1.63,  -0.97,  -5.12,  -4.71,  -1.31,  -0.50,  -0.93,  -2.50,   5.63,  -1.75,  -2.45,  -2.03,   0.21,  -0.57
194203,  -6.90, -10.60,  -8.33,  -2.92,  -3.06,  -8.30,  -9.28,  -3.66,  -4.52,  -4.72,  -6.70,   1.58,  -7.40, -12.13,  -7.20,  -6.24,  -5.91
194204,  -2.77,  -4.70,  -3.53,  -8.32,  -3.83,  -1.69,  -3.42,  -3.91,  -7.36,  -3.59,  -3.68,  -4.54,  -4.07,  -3.42,  -5.86,  -1.67,  -6.69
194205,   7.69,   4.73,   6.86,   3.95,   4.89,   4.65,  10.40,   6.20,  -2.91,   7.39,   6.47,  10.21,  -0.51,   8.41,  11.84,   8.47,   7.41
194206,   4.31,   3.81,   4.45,   2.56,   5.77,   5.11,   2.57,   2.22,   3.47,   3.42,   4.55,   1.66,   0.76,   1.69,   2.52,   2.05,  -1.35
194207,   2.30,   5.05,   6.08,   4.47,   6.30,   0.99,   2.51,   3.02,   3.81,  -0.75,   2.17,   2.05,   6.72,  -0.43,   4.86,   5.45,   4.70
194208,   2.00,  -0.10,   3.57,   1.91,   3.81,   1.02,  -0.67,  -0.17,   1.40,   1.88,   0.37,   2.37,   4.13,   0.79,   1.74,   1.87,   2.28
194209,   0.95,   1.37,   2.32,   2.47,   3.35,   4.92,  -1.48,   3.16,   1.43,  -0.54,   4.35,   2.45,   4.11,   5.83,   0.65,   2.21,   2.96
194210,   4.10,   9.59,   9.69,   3.58,   8.56,   6.60,   5.26,   6.30,   6.80,   5.65,   6.48,   5.93,   8.24,  15.13,   0.48,   9.26,   6.41
194211,   4.68,  -2.42,   0.98,   0.23,   2.63,   0.74,  -0.61,   1.82,  -6.99,   3.09,   0.47,  -0.35,  -5.38,  -1.30,   6.71,   2.82,   2.49
194212,   3.81,   5.10,   7.54,   7.05,   6.12,   6.09,   5.19,   6.78,   3.69,   3.17,   6.49,   8.41,   3.41,   4.36,   2.54,   5.18,   2.44
194301,   8.05,   8.62,   6.35,   7.57,   8.43,   4.47,   8.16,   5.82,   9.45,  12.51,   7.50,   4.96,   8.30,  14.69,   7.03,   6.62,   5.68
194302,   4.18,   5.14,   7.85,   7.44,  11.02,   2.11,   2.99,   7.74,   5.92,   2.66,   4.39,   7.78,  10.18,   7.87,   2.80,   9.26,   8.85
194303,   4.39,   9.18,   6.91,   7.05,  10.54,   2.49,   2.76,   6.42,   8.35,   7.04,   6.90,   4.87,   9.44,   4.68,   8.55,   9.64,   4.51
194304,   1.07,  -0.49,   0.85,  -0.78,   3.80,  -0.65,   1.04,  -1.68,  -4.02,  -2.23,  -1.02,   0.53,   2.38,   4.01,   1.72,   1.52,   4.93
194305,   6.84,   1.71,   5.70,   3.58,   8.87,   6.65,   5.25,   7.24,   3.35,   9.09,   4.55,   6.44,   5.38,   4.49,   7.55,   8.59,   6.08
194306,   1.70,  -3.96,   1.26,   5.51,   3.29,   0.16,   1.30,   4.23,  -0.84,   3.94,   3.98,   5.12,  -1.01,   4.24,   5.34,   0.05,   1.60
194307,  -0.77,  -3.22,  -2.78,  -3.27,  -9.93,  -6.56,  -3.24,  -7.66,  -5.24,  -7.14,  -7.23,  -9.69,  -7.67,  -0.48,  -2.97,  -4.20,  -2.58
194308,   0.75,   1.49,   1.08,   0.99,   4.57,   0.60,   0.73,   0.47,   0.26,  -1.02,   1.24,   3.41,   1.09,   1.87,   3.69,   1.09,   1.19
194309,   1.99,   1.18,   1.35,   3.32,   4.49,   2.34,   3.28,   5.13,   1.71,   6.01,   4.43,   1.57,   2.12,   3.87,   2.07,   1.66,   2.10
194310,   0.58,  -3.16,  -2.07,  -1.32,  -0.40,  -2.26,  -1.21,  -1.83,   1.09,  -0.53,  -3.07,  -1.14,   0.09,   0.56,  -2.57,  -0.95,   0.18
194311,  -4.04,  -4.83,  -6.86,  -3.15,  -8.08,  -5.01,  -4.60,  -5.62,  -7.24,  -6.86,  -5.82,  -5.30,  -9.43,  -8.37,  -4.33,  -7.22,  -4.41
194312,   6.02,   4.11,   7.15,   5.65,   9.91,   3.12,   5.03,   7.03,   4.21,   5.54,   8.67,   8.01,   8.27,   7.41,   6.70,   8.27,   5.64
194401,   3.22,   3.68,   0.53,   2.94,   0.48,   0.29,   4.10,   2.91,   3.14,   2.67,   0.78,   0.96,   5.85,  -0.34,   0.83,   1.06,   1.19
194402,  -0.61,  -0.40,   0.04,   1.69,   0.05,  -0.82,  -1.92,  -1.62,   0.05,  -1.12,  -1.30,   3.83,   3.46,   1.51,   1.05,   0.27,   0.39
194403,   2.87,   0.59,   1.82,   3.31,   1.76,   2.47,   2.05,   2.89,   1.45,   6.96,   2.91,   4.91,   1.93,   1.80,   2.21,   3.58,   2.13
194404,  -2.55,  -2.94,  -1.31,  -0.83,  -2.95,  -1.76,  -1.27,  -0.43,  -2.22,  -2.48,  -2.08,  -1.14,  -2.47,  -0.92,  -0.84,  -3.02,  -1.26
194405,   5.31,   2.91,   4.92,   4.87,  10.64,   4.05,   5.45,   5.86,   4.46,   9.53,   4.82,   7.84,   4.84,   2.78,   4.91,   3.78,   4.51
194406,   3.95,   9.41,   0.47,   8.14,  10.54,   5.49,   6.06,   9.83,   9.64,   4.68,   6.31,   9.22,   4.50,   4.86,   5.86,   8.33,   5.57
194407,   0.06,  -1.50,  -1.29,  -2.05,  -0.49,  -2.29,  -0.83,  -2.44,  -2.07,  -1.79,  -1.94,  -5.05,  -0.04,   0.23,  -0.11,  -1.41,  -0.86
194408,   2.07,  -1.23,  -1.96,   3.85,   5.45,   0.57,   1.85,   3.54,   1.86,   1.78,   2.74,   3.85,   1.50,   3.62,   3.20,   1.94,   1.22
194409,   1.30,  -0.09,  -1.36,   0.76,   1.72,   0.11,  -2.11,  -1.06,   1.14,  -1.34,  -0.46,   0.67,   1.42,  -1.51,   1.60,  -0.08,   0.04
194410,   0.10,  -0.81,   1.90,   0.32,  -1.43,   0.48,   0.16,  -1.40,  -0.26,  -1.36,   0.53,  -2.69,   1.05,   1.35,   0.40,  -0.24,  -0.04
194411,   1.66,   4.61,   2.65,   1.40,   2.05,  -0.66,  -0.17,   0.78,   1.11,   1.99,   1.90,   2.33,   4.62,  -0.39,   2.76,   0.71,   1.37
194412,   2.51,   4.62,   5.03,   2.53,   6.27,   1.95,   1.35,   4.29,   6.84,   0.72,   4.19,   3.78,   9.96,   3.12,   2.09,   2.67,   2.86
194501,   2.71,   6.74,   4.95,   1.78,   2.54,   2.40,   1.52,   4.59,   2.75,   5.69,   0.70,   1.29,  -0.82,   5.69,  -0.01,   3.68,  -0.01
194502,   2.91,   5.85,   7.34,   4.75,   4.94,   5.58,   5.48,   7.39,   9.06,   5.47,   6.35,   7.82,   8.71,   6.08,   4.48,   7.38,   4.23
194503,  -2.60,  -4.88,  -5.22,  -3.47,  -2.70,  -3.43,  -3.48,  -4.58,  -5.44,  -5.13,  -4.22,  -6.05,  -3.71,  -3.08,  -1.16,  -3.86,  -2.25
194504,   6.57,   6.08,   6.87,   6.93,   5.46,   8.11,   6.37,   8.48,   9.47,   8.90,   8.80,  11.21,   9.59,  10.11,   7.15,   6.13,   4.71
194505,   2.03,   2.79,  -0.99,   4.42,   5.86,  -0.23,   3.90,   1.47,  -0.47,   3.68,   1.75,   0.68,   2.79,   1.88,   6.38,   0.94,   3.43
194506,   0.48,   2.23,  -0.54,   2.74,  -0.88,  -2.41,  -1.51,  -1.36,   2.16,  -3.50,  -1.94,  -1.35,   6.21,   5.14,  -3.63,   3.64,   1.83
194507,  -1.62,  -3.55,  -3.25,  -2.69,  -3.26,  -2.52,  -0.85,  -2.83,  -2.38,  -0.77,  -1.71,  -0.86,  -6.32,  -0.37,   0.02,  -3.29,  -0.57
194508,   6.14,   2.26,   2.22,   9.48,   9.43,   9.38,   9.67,  11.79,   6.73,   9.79,   8.87,   9.23,   1.59,   1.06,   8.26,   8.94,   5.46
194509,   7.95,   5.32,   1.84,   6.20,   3.64,   6.61,   2.51,   7.51,   8.02,   3.98,   3.81,   2.58,   6.18,   6.56,   5.80,   1.79,   3.70
194510,   9.24,   6.43,   6.29,   3.96,   3.47,  -0.36,   3.26,   0.45,   4.80,  -2.78,   1.85,   0.19,   4.22,   6.07,   6.16,   7.31,   3.61
194511,   3.25,  12.04,   8.45,   8.49,   8.45,   3.06,   4.13,   4.65,   6.79,   3.88,   3.21,   2.65,   7.83,   4.79,   6.64,   4.75,   5.27
194512,   2.18,  -2.94,  -0.25,   2.33,   5.19,   2.35,  -0.07,   1.25,   0.45,  -1.53,   1.99,   2.56,   0.00,  -1.00,   3.56,   4.62,   1.35
194601,   4.74,   7.29,  -0.20,  11.45,  10.11,   5.33,   3.33,   8.94,  13.49,   3.66,   6.45,   6.79,   6.79,  10.82,  10.87,   7.72,   4.51
194602,  -4.18,  -3.79,  -4.72,  -7.31,  -7.61,  -4.32,  -5.56,  -2.89,  -7.57,  -7.13,  -7.10,  -8.93,  -7.14,  -5.71,  -4.16,  -7.56,  -4.22
194603,   5.63,   0.38,  11.21,   7.45,   7.34,   7.12,  10.25,   7.03,   3.54,   1.74,   3.39,   0.78,   3.22,   6.25,  11.69,   5.63,   4.52
194604,   2.44,   4.05,   8.77,   6.80,   4.86,   5.76,   8.06,   4.02,   3.91,   5.88,   2.78,   1.41,  -0.71,   4.31,   7.17,   0.89,   3.75
194605,   2.53,   3.37,   3.60,   9.07,   7.85,   4.19,   2.95,   5.27,   6.74,   5.98,   6.42,   4.97,   4.97,   3.06,   1.60,   3.99,   1.69
194606,  -2.44,  -4.25,  -3.20,  -5.98,  -7.45,  -2.87,  -4.68,  -4.67,  -2.33,  -3.33,  -4.96,  -5.87,  -3.43,  -2.78,  -8.04,  -2.67,  -2.31
194607,  -0.12,  -4.62,  -0.04,  -3.16,  -5.01,  -2.37,  -1.38,  -5.40,  -2.62,  -4.53,  -3.67,  -4.63,  -5.41,  -3.61,  -3.15,  -4.50,  -1.34
194608,  -4.94,  -6.27,  -5.65,  -7.83,  -7.81,  -6.52,  -3.45,  -6.64,  -7.54,  -5.59,  -7.59, -10.53,  -6.60,  -5.35,  -4.58,  -6.65,  -6.61
194609, -10.18,  -7.71,  -7.94, -12.20, -10.99,  -8.79,  -8.95,  -8.68, -11.98, -13.03, -10.12, -14.85, -15.34,  -8.91,  -6.79, -13.47,  -8.02
194610,  -0.40,   0.55,  -0.71,  -1.76,  -2.01,  -3.65,   1.87,  -1.65,   1.45,  -0.98,  -2.94,  -3.26,  -0.94,   1.45,  -2.25,  -1.48,  -4.03
194611,  -1.63,   0.67,   0.56,  -1.69,  -1.20,   3.40,   0.74,   1.92,   2.14,   4.71,  -1.31,  -1.30,  -1.17,   0.80,  -5.14,   0.07,   1.02
194612,   3.82,   0.05,   4.35,   2.32,   3.65,   6.66,   6.45,   9.59,   5.09,   3.42,   5.54,   6.25,   2.72,   6.07,   4.08,   8.15,   4.41
194701,  -1.01,   3.15,  -0.69,   4.29,   0.32,  -0.42,  -1.61,   0.62,   1.01,   5.86,   4.75,  11.14,   1.34,  -0.16,   0.89,   2.27,   0.20
194702,   0.68,   1.31,  -2.70,   2.03,  -0.38,  -0.17,  -3.50,  -4.12,  -0.91,   0.56,  -1.51,   1.61,  -0.66,  -0.88,  -0.25,  -2.82,  -1.65
194703,  -1.78,  -1.77,   2.28,  -3.66,  -4.32,  -0.05,  -2.69,  -2.91,  -1.73,  -4.27,  -1.16,  -2.70,  -3.40,  -2.79,  -2.14,  -2.46,  -2.69
194704,  -5.89,  -4.09,  -0.28,  -7.52,  -8.93,  -3.85,  -6.94,  -5.29,  -6.56,  -6.46,  -5.68,  -3.88,  -6.81,  -3.72,  -8.04,  -6.45,  -3.77
194705,  -1.00,  -1.68,   2.69,  -3.63,  -4.23,  -0.35,   0.55,  -3.16,  -2.44,  -3.19,  -0.55,  -1.95,  -3.58,  -2.48,  -0.10,  -0.91,  -1.88
194706,   6.18,   2.92,   7.71,   9.46,   3.83,   8.05,   4.13,   6.27,   2.28,   4.23,   5.70,   6.12,   2.56,   3.98,   9.98,   7.21,   0.27
194707,   4.71,   6.32,   3.63,   6.29,   9.39,   1.30,   4.25,   3.57,   7.29,   0.97,   5.20,   4.72,   6.49,   2.53,   4.57,   2.41,   2.91
194708,  -1.59,  -1.56,  -2.35,   0.32,  -0.52,  -0.49,  -2.09,  -3.07,  -0.61,  -2.02,  -3.44,  -0.91,  -1.58,   0.26,  -3.58,  -1.30,  -1.61
194709,   0.82,   0.65,  -3.00,   0.32,  -2.03,  -0.99,  -0.46,   0.69,   0.54,  -2.52,   1.51,   0.10,  -0.58,  -1.32,  -3.04,   0.74,   1.52
194710,   1.81,   1.03,   5.30,   3.26,   4.67,   1.04,   0.61,   3.69,   5.62,   4.00,   2.52,   2.71,   0.60,   0.13,   3.17,   3.04,   1.20
194711,  -2.47,   2.22,  -0.40,  -0.71,  -2.40,  -0.92,  -1.26,  -1.66,  -0.13,  -6.77,  -0.91,  -2.82,  -2.49,  -7.58,  -2.33,  -1.61,  -2.19
194712,  -0.09,  -2.79,   9.45,   4.40,  -1.47,   1.89,   2.04,   2.85,   3.73,   1.92,   2.99,   2.40,   6.63,   1.19,   0.39,   1.12,   0.36
194801,  -3.01,   0.54,  -7.57,  -2.32,  -3.98,  -4.44,  -4.04,  -5.87,  -4.10,  -1.61,  -5.26,  -5.25,   0.10,  -0.22,  -3.35,  -1.23,  -2.12
194802,  -6.87,  -3.01,  -2.87,  -7.46,  -4.18,  -5.55,  -3.02,  -5.53,  -5.02,  -3.50,  -4.63,  -5.82,  -4.09,  -3.46,  -3.60,  -5.27,  -2.94
194803,   7.03,   8.50,   9.93,   7.92,   6.63,   8.11,   1.37,   7.62,  12.83,   7.79,  10.25,   7.25,  10.35,   6.61,   6.68,   8.23,   6.26
194804,   1.16,   5.19,  11.40,   4.25,   3.37,   2.64,   1.32,  -0.34,   2.33,   3.64,   0.89,   1.18,   3.31,   1.50,   4.82,   4.30,   2.46
194805,   4.64,   5.27,   5.90,   9.07,   9.38,   7.77,   4.30,   9.12,   8.08,   7.44,  10.48,  14.62,   5.55,   5.73,   8.91,   9.89,   6.23
194806,  -1.78,  -0.01,   3.60,  -3.14,  -1.50,   0.51,  -1.89,  -3.57,   0.19,  -3.20,  -2.02,   0.30,  -0.59,   2.57,  -1.43,  -0.14,  -0.71
194807,  -3.22,  -3.25,  -7.23,  -2.09,  -6.01,  -5.52,   0.65,  -6.64,  -3.90,  -5.56,  -6.60,  -4.44,  -3.91,  -4.34,  -7.87,  -5.74,  -3.70
194808,  -0.17,  -0.88,  -2.08,  -1.57,   0.83,  -0.32,   0.13,   1.38,   1.64,   0.00,   1.66,   1.07,   1.76,   0.10,   2.94,  -0.87,   0.69
194809,  -4.05,  -2.88,  -4.42,  -3.99,  -3.10,  -1.70,  -3.55,  -4.08,  -2.16,  -1.90,  -3.46,  -3.97,  -3.47,  -0.89,  -0.76,  -0.91,  -2.09
194810,   4.02,   5.14,   9.25,   2.50,   5.27,   7.04,   3.64,   8.17,   8.40,   3.57,   6.28,   8.15,   4.36,   4.42,   4.05,   6.10,   3.00
194811,  -6.35,  -5.97, -12.32,  -8.76,  -8.20,  -8.59,  -4.09,  -7.93, -12.59,  -7.88,  -9.79, -12.07, -12.93,  -9.05,  -5.66,  -8.63,  -5.47
194812,   1.09,  -0.03,   4.84,  -0.92,  -2.00,   7.85,   1.88,   1.67,   2.00,   3.19,   4.25,   3.71,   2.10,   2.65,   1.60,   6.06,   3.01
194901,   3.47,   0.39,  -3.80,   3.15,   2.59,  -0.32,   3.96,   1.01,   0.80,   3.75,  -1.06,   2.64,   0.54,   4.76,   1.00,  -0.83,  -0.92
194902,  -2.30,  -1.11,  -4.22,  -2.94,  -4.50,  -2.12,  -2.07,  -2.66,  -5.86,  -0.18,  -3.71,  -3.57,  -4.86,   0.68,  -2.23,  -0.75,  -1.25
194903,   4.55,   3.89,   6.10,   0.11,   5.64,   3.04,   4.11,   3.25,   1.38,   4.69,   5.67,   3.33,   4.91,   3.77,   4.51,   7.45,   2.78
194904,  -1.94,  -0.37,   1.54,  -3.27,  -4.11,  -2.38,   0.12,  -3.01,  -4.95,  -4.50,  -3.47,  -4.07,  -3.36,   1.23,  -1.58,  -0.21,  -2.66
194905,  -1.28,  -1.65,  -5.72,  -1.23,  -1.50,  -1.02,   1.01,  -2.95,  -6.52,  -1.83,  -4.32,  -3.00,  -4.07,  -0.58,   0.53,  -2.00,  -3.02
194906,   0.74,  -1.31,  -1.25,   4.27,  -3.07,   0.57,   0.77,   1.77,  -1.27,  -0.87,   1.70,   1.59,  -1.74,  -0.92,   2.91,  -0.66,   0.08
194907,   5.54,   3.76,   6.25,   5.09,   8.29,   4.50,   4.92,   7.22,   7.86,   3.89,   6.38,   9.29,   3.92,   4.73,   5.23,   6.32,   3.71
194908,   4.50,   2.40,   5.54,   2.39,   5.07,   3.32,   2.02,   2.20,  -0.28,   2.78,   1.29,   2.16,   0.67,   3.66,   1.41,   2.62,   1.94
194909,   2.73,   1.94,   2.97,   3.36,   6.01,   4.94,   2.14,   3.23,   3.56,   2.72,   3.10,   2.24,   3.04,   4.06,   2.24,   6.27,   2.70
194910,   2.27,   2.53,   3.79,   2.53,   4.76,   4.19,   2.37,   3.29,   5.09,   2.82,   3.66,   7.51,   1.50,   1.32,   0.62,   4.22,   2.70
194911,   2.22,   0.74,  -2.91,   0.13,   5.08,   5.02,   3.09,   4.55,   2.67,   1.97,   2.71,   4.61,   0.57,   3.24,   2.13,   3.02,   1.73
194912,   5.65,   1.12,   1.09,   6.18,   5.12,   5.82,   4.95,   7.53,   6.31,   6.84,   8.22,   8.54,   8.13,   3.26,   4.77,   6.14,   4.69
195001,   1.92,   3.70,  -0.73,   1.96,   6.94,   0.81,  -0.04,   0.03,   3.69,   6.55,   2.49,   1.49,   4.74,   3.73,   0.33,   1.72,   2.78
195002,   1.34,  -0.58,  -0.48,  -4.74,   4.81,   0.93,   2.04,   2.01,   3.38,  -3.27,   2.37,   3.26,   2.66,   2.39,   2.48,   3.44,   0.77
195003,   0.12,  -1.56,   4.95,  -3.06,   1.09,   3.68,  -1.85,   1.23,  -1.51,   1.21,   0.01,   1.77,  -1.39,   0.55,  -0.23,  -0.02,   3.86
195004,   0.02,   2.62,   3.30,   5.09,   3.75,   9.60,   2.88,   4.61,   7.58,   1.20,   2.87,  11.10,   3.36,   0.95,  -0.51,  -0.50,   4.69
195005,   2.04,   3.67,   8.89,   4.52,   3.04,   7.47,   2.60,   4.52,   6.14,   3.91,   2.26,   6.58,  -0.02,   1.83,   3.02,   4.74,   2.53
195006,  -6.11,  -6.08,  -4.40,  -5.04, -10.18,  -6.70,  -4.95,  -8.41,  -4.14, -12.08,  -7.22,  -3.71,  -5.97,  -7.63,  -4.10,  -7.62,  -6.26
195007,  -1.37,   6.37,   8.73,  12.51,  -4.37,  -3.76,  -3.60,  -7.56,  12.15,  -4.26,   0.35,  -2.24,  16.44,  -5.23,  -1.25,  -6.02,  -0.25
195008,   5.04,   8.82,   4.24,   3.07,   7.91,   7.59,   4.31,   7.36,   4.74,   4.22,   5.04,   9.30,  -0.44,   3.38,   3.87,   4.36,   4.85
195009,   4.64,   7.50,   3.54,   5.06,   9.34,   4.16,   3.92,   8.30,   3.22,   7.60,   4.85,   8.60,   3.05,   4.49,   8.72,   8.56,   3.46
